date,DayOfWeek,TimeOfDay,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
04/02/2015 21:17,4,21.00,21.5,26,0,500.6666667,0.00412105,0
04/02/2015 21:19,4,21.00,21.5,26,0,493,0.00412105,0
04/02/2015 21:20,4,21.00,21.5,26,0,492.5,0.00412105,0
04/02/2015 21:21,4,21.00,21.5,26,0,493,0.00412105,0
04/02/2015 21:22,4,21.00,21.5,25.89,0,495.5,0.0041035,0
04/02/2015 21:23,4,21.00,21.5,26,0,492.6666667,0.00412105,0
04/02/2015 21:23,4,21.00,21.5,26,0,490,0.00412105,0
04/02/2015 21:24,4,21.00,21.5,25.92666667,0,493,0.00410935,0
04/02/2015 21:26,4,21.00,21.5,25.89,0,494.6666667,0.0041035,0
04/02/2015 21:27,4,21.00,21.5,25.89,0,496,0.0041035,0
04/02/2015 21:28,4,21.00,21.5,25.89,0,491,0.0041035,0
04/02/2015 21:29,4,21.00,21.5,25.84,0,490.5,0.004095523,0
04/02/2015 21:29,4,21.00,21.5,25.84,0,490,0.004095523,0
04/02/2015 21:30,4,21.00,21.5,25.89,0,491,0.0041035,0
04/02/2015 21:32,4,21.00,21.5,25.89,0,491.6666667,0.0041035,0
04/02/2015 21:33,4,21.00,21.5,25.89,0,493.5,0.0041035,0
04/02/2015 21:34,4,21.00,21.4725,25.865,0,493.75,0.004092568,0
04/02/2015 21:35,4,21.00,21.5,25.84,0,490,0.004095523,0
04/02/2015 21:36,4,21.00,21.5,25.79,0,488,0.004087546,0
04/02/2015 21:36,4,21.00,21.5,25.79,0,490,0.004087546,0
04/02/2015 21:38,4,21.00,21.5,25.79,0,487,0.004087546,0
04/02/2015 21:39,4,21.00,21.445,25.745,0,492.5,0.004066556,0
04/02/2015 21:40,4,21.00,21.445,25.745,0,493.5,0.004066556,0
04/02/2015 21:40,4,21.00,21.46333333,25.76,0,493.3333333,0.004073542,0
04/02/2015 21:42,4,21.00,21.445,25.745,0,488,0.004066556,0
04/02/2015 21:42,4,21.00,21.5,25.79,0,487.5,0.004087546,0
04/02/2015 21:43,4,21.00,21.42666667,25.73,0,485.3333333,0.004059579,0
04/02/2015 21:45,4,21.00,21.39,25.7,0,484,0.004045656,0
04/02/2015 21:46,4,21.00,21.39,25.7,0,489,0.004045656,0
04/02/2015 21:47,4,21.00,21.445,25.745,0,488,0.004066556,0
04/02/2015 21:48,4,21.00,21.5,25.79,0,493,0.004087546,0
04/02/2015 21:49,4,21.00,21.39,25.7,0,491,0.004045656,0
04/02/2015 21:49,4,21.00,21.445,25.745,0,488,0.004066556,0
04/02/2015 21:51,4,21.00,21.445,25.745,0,487.25,0.004066556,0
04/02/2015 21:52,4,21.00,21.39,25.7,0,489,0.004045656,0
04/02/2015 21:53,4,21.00,21.5,25.79,0,489,0.004087546,0
04/02/2015 21:53,4,21.00,21.39,25.7,0,486,0.004045656,0
04/02/2015 21:55,4,21.00,21.42666667,25.73,0,484.6666667,0.004059579,0
04/02/2015 21:55,4,21.00,21.39,25.7,0,485,0.004045656,0
04/02/2015 21:56,4,21.00,21.39,25.7,0,487,0.004045656,0
04/02/2015 21:58,4,21.00,21.39,25.7,0,492,0.004045656,0
04/02/2015 21:59,4,21.00,21.39,25.7,0,490.6666667,0.004045656,0
04/02/2015 22:00,4,22.00,21.39,25.7,0,488,0.004045656,0
04/02/2015 22:01,4,22.00,21.39,25.7,0,485.5,0.004045656,0
04/02/2015 22:01,4,22.00,21.39,25.7,0,486,0.004045656,0
04/02/2015 22:02,4,22.00,21.39,25.7,0,485.5,0.004045656,0
04/02/2015 22:04,4,22.00,21.39,25.7,0,486,0.004045656,0
04/02/2015 22:05,4,22.00,21.39,25.7,0,480,0.004045656,0
04/02/2015 22:06,4,22.00,21.39,25.7,0,481,0.004045656,0
04/02/2015 22:07,4,22.00,21.39,25.7,0,481.6666667,0.004045656,0
04/02/2015 22:08,4,22.00,21.39,25.7,0,485.5,0.004045656,0
04/02/2015 22:08,4,22.00,21.39,25.7,0,485,0.004045656,0
04/02/2015 22:09,4,22.00,21.39,25.7,0,473,0.004045656,0
04/02/2015 22:11,4,22.00,21.39,25.7,0,475,0.004045656,0
04/02/2015 22:12,4,22.00,21.39,25.7,0,486,0.004045656,0
04/02/2015 22:13,4,22.00,21.39,25.7,0,481.5,0.004045656,0
04/02/2015 22:14,4,22.00,21.39,25.7,0,483,0.004045656,0
04/02/2015 22:14,4,22.00,21.39,25.7,0,479,0.004045656,0
04/02/2015 22:15,4,22.00,21.39,25.7,0,479,0.004045656,0
04/02/2015 22:17,4,22.00,21.39,25.7,0,479,0.004045656,0
04/02/2015 22:18,4,22.00,21.34,25.7,0,479,0.004033195,0
04/02/2015 22:19,4,22.00,21.39,25.7,0,479,0.004045656,0
04/02/2015 22:20,4,22.00,21.39,25.7,0,477,0.004045656,0
04/02/2015 22:21,4,22.00,21.39,25.7,0,477.5,0.004045656,0
04/02/2015 22:21,4,22.00,21.29,25.7,0,477.5,0.004020769,0
04/02/2015 22:23,4,22.00,21.34,25.7,0,480,0.004033195,0
04/02/2015 22:24,4,22.00,21.29,25.7,0,480,0.004020769,0
04/02/2015 22:25,4,22.00,21.34,25.7,0,482,0.004033195,0
04/02/2015 22:25,4,22.00,21.32333333,25.7,0,480.3333333,0.004029049,0
04/02/2015 22:27,4,22.00,21.34,25.7,0,477.5,0.004033195,0
04/02/2015 22:27,4,22.00,21.29,25.7,0,476,0.004020769,0
04/02/2015 22:28,4,22.00,21.39,25.7,0,479,0.004045656,0
04/02/2015 22:30,4,22.00,21.39,25.7,0,471,0.004045656,0
04/02/2015 22:31,4,22.00,21.29,25.7,0,474,0.004020769,0
04/02/2015 22:32,4,22.00,21.29,25.7,0,477.5,0.004020769,0
04/02/2015 22:33,4,22.00,21.34,25.7,0,476,0.004033195,0
04/02/2015 22:34,4,22.00,21.29,25.7,0,474.25,0.004020769,0
04/02/2015 22:34,4,22.00,21.39,25.7,0,475,0.004045656,0
04/02/2015 22:36,4,22.00,21.29,25.7,0,476.5,0.004020769,0
04/02/2015 22:37,4,22.00,21.34,25.7,0,474.5,0.004033195,0
04/02/2015 22:38,4,22.00,21.29,25.7,0,478,0.004020769,0
04/02/2015 22:38,4,22.00,21.29,25.7,0,475.3333333,0.004020769,0
04/02/2015 22:40,4,22.00,21.29,25.7,0,477,0.004020769,0
04/02/2015 22:40,4,22.00,21.29,25.7,0,475.5,0.004020769,0
04/02/2015 22:41,4,22.00,21.29,25.7,0,477.5,0.004020769,0
04/02/2015 22:43,4,22.00,21.29,25.7,0,477.5,0.004020769,0
04/02/2015 22:44,4,22.00,21.29,25.7,0,478,0.004020769,0
04/02/2015 22:45,4,22.00,21.29,25.7,0,473.5,0.004020769,0
04/02/2015 22:46,4,22.00,21.29,25.7,0,472.5,0.004020769,0
04/02/2015 22:46,4,22.00,21.29,25.7,0,472,0.004020769,0
04/02/2015 22:47,4,22.00,21.29,25.7,0,469.5,0.004020769,0
04/02/2015 22:49,4,22.00,21.29,25.7,0,466.6666667,0.004020769,0
04/02/2015 22:50,4,22.00,21.29,25.7,0,467,0.004020769,0
04/02/2015 22:51,4,22.00,21.29,25.7,0,469.5,0.004020769,0
04/02/2015 22:52,4,22.00,21.2,25.6,0,469,0.003982828,0
04/02/2015 22:53,4,22.00,21.29,25.7,0,471,0.004020769,0
04/02/2015 22:53,4,22.00,21.29,25.7,0,469,0.004020769,0
04/02/2015 22:54,4,22.00,21.26,25.66666667,0,467.3333333,0.00400809,0
04/02/2015 22:56,4,22.00,21.245,25.65,0,471.5,0.004001763,0
04/02/2015 22:57,4,22.00,21.23,25.63333333,0,471.6666667,0.003995443,0
04/02/2015 22:58,4,22.00,21.29,25.7,0,475,0.004020769,0
04/02/2015 22:59,4,22.00,21.2,25.6,0,471,0.003982828,0
04/02/2015 22:59,4,22.00,21.2,25.6,0,471,0.003982828,0
04/02/2015 23:00,4,23.00,21.245,25.65,0,471,0.004001763,0
04/02/2015 23:02,4,23.00,21.245,25.65,0,474.5,0.004001763,0
04/02/2015 23:03,4,23.00,21.2,25.6,0,475.5,0.003982828,0
04/02/2015 23:04,4,23.00,21.2,25.6,0,474,0.003982828,0
04/02/2015 23:05,4,23.00,21.2,25.6,0,469,0.003982828,0
04/02/2015 23:06,4,23.00,21.2,25.6,0,474,0.003982828,0
04/02/2015 23:06,4,23.00,21.2,25.6,0,474,0.003982828,0
04/02/2015 23:08,4,23.00,21.2,25.6,0,468.5,0.003982828,0
04/02/2015 23:09,4,23.00,21.2,25.6,0,469.5,0.003982828,0
04/02/2015 23:10,4,23.00,21.2,25.6,0,472.5,0.003982828,0
04/02/2015 23:10,4,23.00,21.2,25.6,0,467.5,0.003982828,0
04/02/2015 23:12,4,23.00,21.2,25.6,0,469,0.003982828,0
04/02/2015 23:12,4,23.00,21.2,25.55,0,466.5,0.003974999,0
04/02/2015 23:13,4,23.00,21.2,25.5,0,469.5,0.003967171,0
04/02/2015 23:15,4,23.00,21.2,25.5,0,469,0.003967171,0
04/02/2015 23:16,4,23.00,21.2,25.5,0,467,0.003967171,0
04/02/2015 23:17,4,23.00,21.2,25.5,0,467.3333333,0.003967171,0
04/02/2015 23:18,4,23.00,21.2,25.5,0,467,0.003967171,0
04/02/2015 23:19,4,23.00,21.2,25.5,0,464.5,0.003967171,0
04/02/2015 23:19,4,23.00,21.2,25.445,0,466,0.00395856,0
04/02/2015 23:21,4,23.00,21.2,25.5,0,473,0.003967171,0
04/02/2015 23:22,4,23.00,21.2,25.39,0,475,0.003949949,0
04/02/2015 23:23,4,23.00,21.2,25.39,0,471,0.003949949,0
04/02/2015 23:23,4,23.00,21.2,25.39,0,470,0.003949949,0
04/02/2015 23:25,4,23.00,21.2,25.39,0,466.25,0.003949949,0
04/02/2015 23:25,4,23.00,21.2,25.39,0,467,0.003949949,0
04/02/2015 23:26,4,23.00,21.2,25.39,0,473,0.003949949,0
04/02/2015 23:28,4,23.00,21.2,25.39,0,468,0.003949949,0
04/02/2015 23:29,4,23.00,21.2,25.39,0,463,0.003949949,0
04/02/2015 23:30,4,23.00,21.2,25.39,0,466,0.003949949,0
04/02/2015 23:31,4,23.00,21.2,25.39,0,467,0.003949949,0
04/02/2015 23:31,4,23.00,21.2,25.29,0,468,0.003934293,0
04/02/2015 23:32,4,23.00,21.2,25.39,0,468,0.003949949,0
04/02/2015 23:34,4,23.00,21.2,25.29,0,468,0.003934293,0
04/02/2015 23:35,4,23.00,21.2,25.34,0,465.5,0.003942121,0
04/02/2015 23:36,4,23.00,21.2,25.39,0,464,0.003949949,0
04/02/2015 23:37,4,23.00,21.2,25.34,0,464.5,0.003942121,0
04/02/2015 23:38,4,23.00,21.2,25.29,0,465.6666667,0.003934293,0
04/02/2015 23:38,4,23.00,21.2,25.365,0,465.75,0.003946035,0
04/02/2015 23:39,4,23.00,21.2,25.39,0,464,0.003949949,0
04/02/2015 23:41,4,23.00,21.2,25.39,0,467,0.003949949,0
04/02/2015 23:42,4,23.00,21.15,25.39,0,466.5,0.003937767,0
04/02/2015 23:43,4,23.00,21.2,25.39,0,465,0.003949949,0
04/02/2015 23:44,4,23.00,21.2,25.39,0,462,0.003949949,0
04/02/2015 23:44,4,23.00,21.2,25.39,0,459.6666667,0.003949949,0
04/02/2015 23:45,4,23.00,21.2,25.29,0,458,0.003934293,0
04/02/2015 23:47,4,23.00,21.2,25.34,0,462.5,0.003942121,0
04/02/2015 23:48,4,23.00,21.2,25.29,0,467,0.003934293,0
04/02/2015 23:49,4,23.00,21.2,25.29,0,466.5,0.003934293,0
04/02/2015 23:50,4,23.00,21.2,25.29,0,463,0.003934293,0
04/02/2015 23:51,4,23.00,21.2,25.29,0,465,0.003934293,0
04/02/2015 23:51,4,23.00,21.2,25.29,0,463.25,0.003934293,0
04/02/2015 23:53,4,23.00,21.2,25.29,0,460,0.003934293,0
04/02/2015 23:54,4,23.00,21.2,25.29,0,457,0.003934293,0
04/02/2015 23:55,4,23.00,21.2,25.29,0,456,0.003934293,0
